,host_id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,last_scraped,source,name,description,host_name,host_since,host_location,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable
1137,154666199,100.0,68.0,7.0,7.0,46.2,6.13355,2.0,1.0,1.0,1.0,120.0,5.0,1125,5.0,5.0,1125,1125,5.0,1125.0,0,0,301,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,7.0,1.2,0.0,0.0,0.8,2024-06-29,city scrape,N3 - Carouge,"Whether you're a businessman, consultant, college student, separation student or something else, this accommodation is specially designed for you!<br />Extremely well placed, you are within walking distance of everything. Well distributed, it offers plenty of storage space for clothes, suitcases etcc.. Iron and ironing board in the apartment. <br />Free Wi-Fi adapted for a home office; A neighborhood where everything has been thought out to offer a sustainable and healthy living environment.",John,2017-10-15,"Carouge, Switzerland",within an hour,f,"['email', 'phone']",t,t,Carouge,Entire condo,Entire home/apt,1 bath,"[""Dryer"", ""Cooking basics"", ""Hangers"", ""Fire extinguisher"", ""TV"", ""Essentials"", ""Iron"", ""Carbon monoxide alarm"", ""Shampoo"", ""Private entrance"", ""Wifi"", ""Dedicated workspace"", ""Washer"", ""Elevator"", ""Heating"", ""Smoke alarm"", ""Hair dryer"", ""Air conditioning"", ""Kitchen""]",t,2024-06-29,2022-06-05,2024-05-12,f
1138,364539911,98.7,50.0,2.0,2.0,46.21181,6.14962,4.0,1.0,1.0,2.0,122.2,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,10,10,250,17.0,7.0,1.0,5.0,4.94,5.0,5.0,5.0,5.0,4.88,1.0,1.0,0.0,0.0,0.46,2024-06-29,city scrape,Stylish 180 sq.m architect apartment / LAKE,"Our exclusive apartment is housed in a secured building, located just one minute walk from Lake Geneva, the Bains des Paquis (best spot to rent a boat, swim, enjoy the sun by the lake, do a nice massage or sauna) and the world-famous Jet d’Eau. Enjoy the view from the top, in this wonderful spacious apartment flooded with natural light. NB/ Our beloved cat, 100% independant and clean, stays at the apartment.",Sissi,2020-08-26,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,2.5 baths,"[""Paid street parking off premises"", ""Mountain view"", ""Hangers"", ""Baking sheet"", ""Single level home"", ""Fast wifi \u2013 960 Mbps"", ""Portable fans"", ""Dedicated workspace"", ""Microwave"", ""Induction stove"", ""Barbecue utensils"", ""Hair dryer"", ""Coffee maker"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Free washer \u2013 In unit"", ""Central heating"", ""Yamaha spotify connect sound system with Bluetooth and aux"", ""Cooking basics"", ""Lake access"", ""Refrigerator"", ""Cleaning products"", ""Kayak"", ""Shampoo"", ""Dishwasher"", ""Beach access \u2013 Beachfront"", ""Elevator"", ""Record player"", ""Clothing storage: closet"", ""Dining table"", ""Board games"", ""Private entrance"", ""Coffee"", ""Self check-in"", ""Hammock"", ""Ethernet connection"", ""Game console: Nintendo Switch"", ""Essentials"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, premium cable"", ""City skyline view"", ""Body soap"", ""Bed linens"", ""Hot water"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Kitchen"", ""Room-darkening shades"", ""Laundromat nearby"", ""Rice maker"", ""Shower gel"", ""Lake view"", ""Waterfront"", ""Iron"", ""Toaster"", ""Wine glasses"", ""Bathtub"", ""Books and reading material"", ""Lockbox"", ""Oven""]",t,2024-06-29,2021-06-12,2024-06-19,f
1139,6207230,100.0,50.0,1.0,1.0,46.18931877128376,6.143469180632406,2.0,1.0,1.0,1.4,122.2,2.8,250,2.5,2.9,250,250,2.8,250.0,0,0,1,4.0,1.0,0.0,4.75,5.0,4.8,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.25,2024-06-29,previous scrape,Deux-pièces simple et charmant-dernier étage,"Small charming apartment with simple comforts. Top floor with balcony. Located in the Plainpalais neighborhood, but also close to the charming town of Carouge and the Arve River. Relatively old style building. Parquet flooring. Very convenient location! Close to all amenities and attractions. On several direct lines from  the station. Trams 12, 18, 15.",Julia,2013-05-03,France,within a few hours,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Cooking basics"", ""Hangers"", ""TV"", ""Essentials"", ""Iron"", ""Private patio or balcony"", ""Shampoo"", ""Outdoor furniture"", ""Wifi"", ""Dedicated workspace"", ""Washer"", ""Elevator"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Private entrance""]",t,2024-06-29,2023-03-11,2023-07-12,f
1140,80530837,100.0,82.6,2.0,13.0,46.20109,6.1315,2.0,1.0,1.0,1.0,174.0,1.0,5,1.0,1.0,5,5,1.0,5.0,30,60,365,7.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,2.0,1.0,1.0,0.0,0.2,2024-06-29,city scrape,Magnifique chambre et salon privé (35m2) dans appt,"At the foot of the Rhône, charming room composed of an alcove bed and a living room with fireplace with balcony (about 35m2). The space is privatized, a door allows you to isolate yourself from the rest of the apartment. Kitchen with balcony and bathroom with accessible bathtub. The apartment is located in the centre of Geneva. All amenities are at the foot of the building.<br />A cat is present in the apartment. <br />Looking forward to welcoming you!",Sandrine,2016-06-28,"Geneva, Switzerland",within a few hours,f,"['email', 'phone', 'work_email']",t,t,Commune de Genève,Private room in rental unit,Private room,1 shared bath,"[""Dryer"", ""Cooking basics"", ""Refrigerator"", ""Cleaning products"", ""Indoor fireplace"", ""Essentials"", ""Iron"", ""Private patio or balcony"", ""Elevator"", ""Wifi"", ""Dedicated workspace"", ""Washer"", ""Hot water"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Dishes and silverware""]",t,2024-06-29,2021-08-10,2023-06-16,f
1141,31786142,100.0,75.0,1.0,2.0,46.19798,6.15597,4.0,1.0,1.0,1.0,139.0,3.0,1125,3.0,3.0,1125,1125,3.0,1125.0,7,37,342,28.0,12.0,1.0,4.71,4.64,4.71,4.79,4.71,4.82,4.5,1.0,1.0,0.0,0.0,0.75,2024-06-29,city scrape,Wonderland,"Incredible flat located at the historical part of Geneva, surrounded by parks. The street is very calm and green. The Appartment has one large bedroom, large living room, fully furnished kitchen and small outside privative garden. <br />only organic products to clean the house, organic tea and coffee, organic vegetable oils and other stuff os for you in kitchen. I have very special water filter - you will enjoy the real healing bio-dynamited purest water. The comfy beds/organic pillows/blankets",Elena,2015-04-23,"Geneva, Switzerland",within an hour,f,"['email', 'phone', 'work_email']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Coffee maker: pour-over coffee"", ""Private gym nearby"", ""Babysitter recommendations"", ""Hangers"", ""Portable fans"", ""Dedicated workspace"", ""Cleaning available during stay"", ""Smoke alarm"", ""Piano"", ""Hair dryer"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Free washer \u2013 In unit"", ""Free driveway parking on premises"", ""Blender"", ""Cooking basics"", ""Refrigerator"", ""Cleaning products"", ""Stainless steel induction stove"", ""Stainless steel oven"", ""Outdoor furniture"", ""Children\u2019s dinnerware"", ""Shampoo"", ""Portable air conditioning"", ""Dishwasher"", ""Elevator"", ""Dining table"", ""Board games"", ""HDTV with Fire TV, standard cable, Hulu, Disney+, Amazon Prime Video, HBO Max, Chromecast, Netflix, premium cable, Apple TV, Roku"", ""Window AC unit"", ""Coffee"", ""Self check-in"", ""Private backyard \u2013 Fully fenced"", ""Ethernet connection"", ""Children\u2019s books and toys for ages 10+ years old"", ""Essentials"", ""Pocket wifi"", ""Extra pillows and blankets"", ""Pets allowed"", ""First aid kit"", ""Bed linens"", ""Hot water"", ""Free dryer \u2013 In unit"", ""Bluetooth sound system"", ""Exercise equipment: free weights, yoga mat"", ""Kitchen"", ""Hot water kettle"", ""Bikes"", ""Room-darkening shades"", ""Fast wifi \u2013 63 Mbps"", ""Movie theater"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Shower gel"", ""Organic conditioner"", ""Iron"", ""Organic  body soap"", ""Courtyard view"", ""Wine glasses"", ""Bathtub"", ""Heating"", ""Books and reading material"", ""Lockbox"", ""Shared patio or balcony""]",t,2024-06-29,2021-05-30,2024-06-04,f
1142,9940064,100.0,99.0,1.0,1.0,46.21309548756442,6.15278694623836,2.0,1.0,1.0,1.0,99.0,1.0,7,1.0,1.0,1125,1125,1.0,1125.0,5,28,138,32.0,2.9,0.3,4.88,4.84,4.91,4.94,5.0,4.97,4.78,1.0,1.2,1.0,0.0,0.8,2024-06-29,city scrape,appartement au bord du lac,"We are 30 meters from the lake , and 10 minutes from the train station, it is a large apartment with a small garden in the inner courtyard. We have 1 cat.",Valérie,2013-11-11,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Private room in rental unit,Private room,1 shared bath,"[""Paid street parking off premises"", ""Hangers"", ""Single level home"", ""Clothing storage: closet, wardrobe, and dresser"", ""Paid washer \u2013 In building"", ""Portable fans"", ""Dedicated workspace"", ""Microwave"", ""Cleaning available during stay"", ""Private patio or balcony"", ""Hair dryer"", ""Books and reading material"", ""Dishes and silverware"", ""Central heating"", ""Smoking allowed"", ""Cooking basics"", ""Ping pong table"", ""Refrigerator"", ""Cleaning products"", ""Outdoor furniture"", ""Dishwasher"", ""Coffee maker: Nespresso"", ""Lock on bedroom door"", ""Dining table"", ""Fire extinguisher"", ""Host greets you"", ""Mini fridge"", ""Private backyard \u2013 Fully fenced"", ""Breakfast"", ""Essentials"", ""Pocket wifi"", ""Extra pillows and blankets"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Hot water"", ""First aid kit"", ""Hot water kettle"", ""Kitchen"", ""Paid dryer \u2013 In building"", ""Room-darkening shades"", ""Fast wifi \u2013 210 Mbps"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Rice maker"", ""Outdoor dining area"", ""Private BBQ grill: charcoal"", ""Iron"", ""Toaster"", ""Wine glasses"", ""Bathtub"", ""Air conditioning"", ""Oven""]",t,2024-06-29,2024-03-18,2024-06-26,t
1143,10409307,98.7,37.0,2.2,3.0,46.2092,6.1,4.0,1.0,1.0,1.4,122.2,2.8,700,2.5,2.9,700,700,2.8,700.0,3,15,320,9.0,0.0,0.0,4.56,4.67,4.56,5.0,4.9,4.9,4.44,1.8,1.2,0.0,0.0,0.24,2024-06-29,previous scrape,3 Bedroom apartment - Chatelaine,"Comfortable and bright apartment very close to public transport, shops and restaurants. It is composed as follows: - 1 entrance hall; - 1 large living room with dining area - 1 kitchen - 2 bedroom with double bed - 1 bedroom with single beds - 1 bathroom  - 1 toilet",David,2013-12-03,"Geneva, Switzerland",within a day,f,"['email', 'phone']",t,t,Vernier,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""TV"", ""Dedicated workspace"", ""Hair dryer"", ""Dishes and silverware"", ""Cooking basics"", ""Refrigerator"", ""Elevator"", ""Fire extinguisher"", ""Essentials"", ""Pets allowed"", ""Hot water"", ""Kitchen"", ""Room-darkening shades"", ""Crib"", ""Baby bath"", ""Iron"", ""Wifi"", ""Washer"", ""Wine glasses"", ""Bathtub"", ""Heating"", ""Oven""]",t,2024-06-29,2021-06-17,2022-05-21,f
1144,221816262,100.0,50.0,5.0,5.0,46.19466,6.16211,4.0,1.0,1.0,1.0,111.0,7.0,28,7.0,7.0,1125,1125,7.0,1125.0,21,51,81,2.0,0.0,0.0,5.0,5.0,4.8,5.0,5.0,5.0,4.5,5.0,1.2,0.0,0.0,0.08,2024-06-29,city scrape,Modern Functional Flat,Moderm Fuctional Studio,Ulisse,2018-10-21,"Geneva, Switzerland",within a day,f,"['email', 'phone', 'work_email']",t,t,Commune de Genève,Entire condo,Entire home/apt,1 bath,"[""Dryer"", ""Cooking basics"", ""Long term stays allowed"", ""Hangers"", ""Refrigerator"", ""TV"", ""Essentials"", ""Iron"", ""Shampoo"", ""Private entrance"", ""Wifi"", ""Elevator"", ""Washer"", ""Hot water"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Exterior security cameras on property"", ""Host greets you""]",t,2024-06-29,2022-06-20,2023-05-15,t
1145,18682343,98.7,82.6,1.0,1.0,46.2,6.128445442783247,2.0,1.0,1.0,1.0,120.0,1.0,365,1.0,1.0,365,365,1.0,365.0,29,59,269,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.0,0.0,0.0,0.8,2024-06-29,city scrape,Appartement avec Vue Panoramique,"Discover the modern charm of our brand new apartment, nestled on the 7th floor of a peaceful residence in Geneva. Offering stunning views of Geneva and the Salève, our haven of peace is the ideal refuge for couples seeking privacy and comfort.",Sofiane,2014-07-22,"Lille, France",a few days or more,f,"['email', 'phone']",t,t,Lancy,Entire condo,Entire home/apt,1 bath,"[""Outdoor dining area"", ""Hangers"", ""TV"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Wifi"", ""First aid kit"", ""Heating"", ""Smoke alarm"", ""Hair dryer"", ""Kitchen"", ""Smoking allowed""]",t,2024-06-29,2022-06-20,2023-05-15,f
1146,317384808,100.0,100.0,1.0,4.0,46.2,6.16552,2.0,1.0,1.0,1.0,110.0,3.0,60,3.0,3.0,1125,1125,3.0,1125.0,0,12,317,27.0,8.0,0.0,4.89,4.96,4.85,4.96,5.0,4.85,4.81,1.0,1.0,0.0,0.0,0.75,2024-06-29,city scrape,Lovely one bedroom condo with garden access,"Bright and quiet beautiful place.<br />According to you mood, you are 15min away from downtown to shop, visit the city and eat, or you can go for a hike using the cable car in France to enjoy a beautiful view of Geneva and the Alps... 15 min walk away as well.<br />Parking and Public transportation are easy. It is possible to rent two bikes. <br />Highway is 10 min driving.<br />Don't hesitate to contact me for further information, I'll be glad to help you.",Karine,2019-12-14,"Lille, France",within a day,t,"['email', 'phone']",t,t,Veyrier,Entire condo,Entire home/apt,1 bath,"[""Hangers"", ""Cleaning available during stay"", ""Hair dryer"", ""Shared backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Central heating"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Clothing storage: closet and dresser"", ""Refrigerator"", ""Cleaning products"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Private entrance"", ""Host greets you"", ""Coffee"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Free street parking"", ""Kitchen"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Shower gel"", ""Stove"", ""Wifi"", ""Wine glasses"", ""Books and reading material"", ""Oven""]",t,2024-06-29,2021-07-19,2024-05-15,f
1147,139856,98.7,82.6,1.0,1.0,46.2083,6.14596,3.0,1.0,1.0,1.4,122.2,2.8,365,2.5,2.9,365,365,2.8,365.0,0,0,0,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.0,0.0,0.0,0.8,2024-06-29,previous scrape,Spacious 1-bedroom apartment central in Paquis,"•	Bathroom with washing machine<br />•	Kitchen with dishwasher<br />•	Bedroom with decorative fireplace<br />•	Living room<br />•	Small room with dining table<br />•	High ceilings <br />•	Internet, TV, desk and printer<br />•	Entrance room with Garderobe<br /><br />Lovely quiet 85 qm in a historical building, first floor, centrally located between Main Train Station Gare Cornavin and the lake. Only 4 tram stops to Nations. The apartment is fully equipped. Supermarkets, cafes, and restaurants close by.<br />Bed linen and towels will be provided.",Patricia,2010-06-07,"Geneva, Switzerland",within a day,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Coffee maker: french press"", ""Baking sheet"", ""Portable fans"", ""Dedicated workspace"", ""Hair dryer"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Central heating"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Refrigerator"", ""Cleaning products"", ""Dishwasher"", ""Elevator"", ""Clothing storage: closet"", ""Dining table"", ""Bread maker"", ""Host greets you"", ""Coffee"", ""Self check-in"", ""TV with Netflix, standard cable"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Bluetooth sound system"", ""Kitchen"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Stove"", ""Iron"", ""Toaster"", ""Wifi"", ""Wine glasses"", ""Bathtub"", ""Lockbox"", ""Oven""]",t,2024-06-29,2021-07-19,2024-05-15,f
1148,103071235,98.7,62.0,8.0,9.0,46.20333,6.14526,2.0,1.0,1.0,2.0,95.0,10.0,1125,2.5,10.0,1125,1125,10.0,1125.0,0,0,301,5.0,2.0,0.0,4.8,4.6,4.8,4.9,4.8,4.9,4.7,8.0,1.2,0.0,0.0,0.16,2024-06-29,city scrape,Cosy furnished studio - Old Town Geneva,"Furnished  and equipped apartment located 5 minutes from the city center of Geneva,<br />building overlooking the park, at the end of a cul-de-sac, very quiet area,<br />1 double bedroom, 1 bedroom with 2 pull-out beds,<br />2 bathrooms<br />large sun terrace<br />closed garage",Ramona,2016-11-09,"Geneva, Switzerland",within a few hours,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Paid street parking off premises"", ""Hangers"", ""TV"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Refrigerator"", ""Elevator"", ""Fire extinguisher"", ""Private entrance"", ""Host greets you"", ""Essentials"", ""Pets allowed"", ""Hot water"", ""Kitchen"", ""Iron"", ""Wifi"", ""Washer"", ""Courtyard view"", ""Heating""]",t,2024-06-29,2021-11-08,2024-01-30,f
1149,29376991,98.7,86.0,2.0,2.0,46.2,6.1,2.0,1.0,1.0,1.4,122.2,2.0,6,1.0,1.0,6,6,1.0,6.0,0,0,0,28.0,9.0,0.0,4.89,4.89,4.75,4.86,4.82,4.75,4.61,1.0,1.2,1.0,0.0,0.75,2024-06-29,previous scrape,Room close to the tramway,"Furnished  and equipped apartment located 5 minutes from the city center of Geneva,<br />building overlooking the park, at the end of a cul-de-sac, very quiet area,<br />1 double bedroom, 1 bedroom with 2 pull-out beds,<br />2 bathrooms<br />large sun terrace<br />closed garage",Axel,2015-03-15,"Geneva, Switzerland",within a few hours,t,"['email', 'phone']",t,t,Lancy,Private room in bed and breakfast,Private room,1 shared bath,"[""Cooking basics"", ""Clothing storage"", ""TV"", ""Paid parking off premises"", ""Iron"", ""Shampoo"", ""Body soap"", ""Wifi"", ""Bed linens"", ""Hot water"", ""Dedicated workspace"", ""Kitchen"", ""Central heating""]",t,2024-06-29,2021-05-30,2023-12-01,f
1150,170201705,100.0,56.0,1.0,1.0,46.19442353304119,6.155600665843017,3.0,1.0,1.0,3.0,122.2,2.8,180,2.5,2.9,180,180,2.8,180.0,29,59,179,15.0,4.0,0.0,4.8,4.87,4.93,4.9,4.67,4.87,4.47,1.0,1.0,0.0,0.0,0.45,2024-06-29,city scrape,Appartement meublé,"Furnished  and equipped apartment located 5 minutes from the city center of Geneva,<br />building overlooking the park, at the end of a cul-de-sac, very quiet area,<br />1 double bedroom, 1 bedroom with 2 pull-out beds,<br />2 bathrooms<br />large sun terrace<br />closed garage",Jaufré,2018-01-27,"Geneva, Switzerland",within a few hours,t,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,2 baths,"[""Hangers"", ""Baking sheet"", ""TV"", ""Dedicated workspace"", ""Microwave"", ""Cleaning available during stay"", ""Private patio or balcony"", ""Hair dryer"", ""Coffee maker"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Smoking allowed"", ""Cooking basics"", ""Clothing storage: closet and dresser"", ""Refrigerator"", ""Cleaning products"", ""Outdoor furniture"", ""Dishwasher"", ""Free parking on premises"", ""Elevator"", ""Dining table"", ""Host greets you"", ""Coffee"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Kitchen"", ""Room-darkening shades"", ""Dryer"", ""Shower gel"", ""Iron"", ""Toaster"", ""Wifi"", ""Washer"", ""Wine glasses"", ""Bathtub"", ""Heating"", ""Oven""]",t,2024-06-29,2021-10-08,2024-03-20,f
1151,134652502,100.0,100.0,8.0,9.0,46.22584,6.12993,5.0,1.0,1.0,1.4,122.2,2.8,365,2.5,2.9,365,365,2.8,365.0,0,0,301,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.0,0.0,0.0,0.8,2024-06-29,previous scrape,Spacieux et superbe appartement avec piscine,"Relax with the whole family at this peaceful place to stay.<br />Located a 2-minute walk from the United Nations.<br />The residence has two swimming pools, one for children and the other for adults .<br />The setting is green , quiet and has a unique character in Geneva.",Zied,2017-06-12,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,2 baths,"[""Cooking basics"", ""Outdoor shower"", ""Mountain view"", ""Lake view"", ""TV"", ""Garden view"", ""Free parking on premises"", ""Wifi"", ""Washer"", ""Pool"", ""Smoke alarm"", ""Kitchen"", ""Fire extinguisher"", ""Exterior security cameras on property""]",t,2024-06-29,2021-10-08,2024-03-20,f
1152,404530076,98.7,82.6,1.0,1.0,46.20649,6.12451,4.0,1.0,1.0,1.4,122.2,10.0,365,2.5,10.0,365,365,10.0,365.0,0,0,0,9.0,0.0,0.0,4.56,4.9,4.8,4.9,4.9,4.67,4.89,1.0,1.0,0.0,0.0,0.24,2024-06-29,previous scrape,Logement Lumineux Hauts Plafonds,Enjoy easy access to everything from this perfectly located home base.,Greg,2021-05-31,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",f,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Coffee maker: espresso machine"", ""Single level home"", ""TV"", ""Portable fans"", ""Microwave"", ""Cleaning available during stay"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Cleaning products"", ""Refrigerator"", ""Coffee"", ""Essentials"", ""Bed linens"", ""Hot water"", ""Kitchen"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Bathtub"", ""Oven""]",t,2024-06-29,2021-06-04,2021-08-16,f
1153,78762293,98.7,82.6,2.0,4.0,46.20349,6.1,1.0,1.0,1.0,1.0,110.0,3.0,365,3.0,3.0,1125,1125,3.0,1125.0,27,57,177,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,2.0,2.0,0.0,0.0,0.8,2024-06-29,city scrape,proche du centre ville &en plein cœur de la nature,Bright and charming apartment. Ceiling top with some animals on site (two chinchillas and frogs in a terrarium) and lots of plants. Direct access to the quai du Rhône pontoon for swimming. Tram 1 min walk.,Sabrina,2016-06-20,"Geneva, Switzerland",a few days or more,f,"['email', 'phone']",t,t,Chêne-Bougeries,Entire rental unit,Entire home/apt,1 bath,"[""Dryer"", ""Hangers"", ""TV"", ""Essentials"", ""Elevator"", ""Wifi"", ""Washer"", ""Hot water"", ""Heating"", ""Kitchen""]",t,2024-06-29,2021-06-04,2021-08-16,f
1154,55100464,98.7,82.6,1.0,1.0,46.20282,6.13124,2.0,1.0,1.0,1.4,122.2,1.0,1125,2.0,2.0,1125,1125,2.0,1125.0,0,0,0,24.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.88,4.92,1.0,1.0,0.0,0.0,0.66,2024-06-29,previous scrape,Logement entier sur Rhône - La Jonction,Bright and charming apartment. Ceiling top with some animals on site (two chinchillas and frogs in a terrarium) and lots of plants. Direct access to the quai du Rhône pontoon for swimming. Tram 1 min walk.,Marion,2016-01-18,"Geneva, Switzerland",a few days or more,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Coffee maker: pour-over coffee"", ""Hangers"", ""Baking sheet"", ""TV"", ""Dedicated workspace"", ""Microwave"", ""Hair dryer"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Smoking allowed"", ""Cooking basics"", ""Clothing storage"", ""Refrigerator"", ""Cleaning products"", ""Stainless steel induction stove"", ""Paid parking garage off premises"", ""Shampoo"", ""Elevator"", ""Dining table"", ""Coffee"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Kitchen"", ""Room-darkening shades"", ""Dryer"", ""Sound system"", ""Shower gel"", ""River view"", ""Iron"", ""Toaster"", ""Wifi"", ""Washer"", ""Wine glasses"", ""Bathtub"", ""Heating"", ""Air conditioning"", ""Oven""]",t,2024-06-29,2021-07-11,2023-01-15,f
1155,406543873,100.0,50.0,2.0,2.0,46.20094,6.13794,2.0,1.0,1.0,2.0,124.0,3.0,1125,3.0,3.0,1125,1125,3.0,1125.0,7,22,170,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.0,0.0,0.0,0.8,2024-06-29,city scrape,Genève centre - mini-loft,"Enjoy a stylish and central accommodation close to all amenities in the art gallery district. A carefully thought out space to accommodate a person or a couple in search of sweet and refined moments. A renowned restaurant on the ground floor will welcome you once the day is over in an equally demanding setting. A bakery a few meters away will serve you from dawn. In short, a very pleasant environment for lovers of beautiful things.",Samuel,2021-06-11,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire condo,Entire home/apt,1 bath,"[""Paid parking on premises"", ""TV"", ""Iron"", ""Wifi"", ""Washer"", ""Kitchen"", ""Hair dryer""]",t,2024-06-29,2021-07-11,2023-01-15,f
